"ITEM_ID","ITEM_DESCRIPTION"
11201,"CHORULON  INJ. 1+1ML"
1091531,"ZT55-ATLAS COPCO -AFR-KIT FILTER AIR+OIL - 2901110500"
8422,"GLASS BEAKER, 500 ML"
54148,"MONTAIR FX"
54154,"ONDEM MD"
30003,"PANTOCID"
54146,"LIMCEE(CHEWABLE)"
11045,"XEROX  PAPER   A-4 SIZE"
161181,"EXIDE FM10-MLDIN65LH 12V/65Ah BATTERY"
6273,"SKIM MILK POWDER 500 GM"
144048,"load wheel with bearing(for 2500 kg capacity hand pallet trucks)"
111028,"PVC INSULATION TAPE"
124026,"MINI R Block, NRII MWA-020-SNS-C1-H-O"
309172,"BOMBAY MIXTURU 180 GM"
127027,"SHRIKHAND GAUVA 150 GM"
235245,"DIMA STEAM VALVE 3/4"" AEVE006"
235268,"DIMA SENSOR 24VDC ESIS5035"
235190,"BETAVAC CONNECTION WIRE M5010-1527-01"
143040,"BOOT SEAL - NITRILE BLACK (FNAA031) RNAA0311510"
7238,"P B BEARING P-213"
122035,"SPROCKET    PART NO-120624"
111047,"TAPARIA SNAP OFF CUTTER SK-1 HEAVY DUTY KNIEF WIRE CUTTER"
48010,"12MM DRILL BITS"
54234,"INJ INSUGEN 30/70"
7833,"BEARING BUSH FLY WHEEL# 3364021250"
167172,"THRUST RING BRONZE KCX-3/4		"
380201,"KAHALP-157 POVISAC BOLUS 2BOLUS"
7050,"BEARING BALL 6205 Z Z"
295174,"MOZZARELLA CHEESE PRODUCTION LOG BOOK"
6990,"BEARING PILLOW BLOCK 213P"
142032,"PISTON VALVE DN65 CLASS 150"
8677,"6 PVC PIPE 6 MTR LTH 6KG/S.CM PRESSURE"
192257,"Grease Seal, Bearing Retainer - U2 64 101829+"
425217,"CASTLE SOLENOID VALVE MSVA-32, 1.1/4"" WELD , WITH COIL"
6861,"UNIVERSAL CALIBRATOR PORTALBE RTD RANGE -100 TO 300 DEGREE CELSIUS"
6086,"CENTRE CONNECTING ROD"
339205,"BOTTOM ISOLATION VALVE FOR WATER LEVEL GAUGE 6"""
379187,"BIENNIAL REFILLING OF FIRE EXTINGUISHERS CO2 6.5 KGS"
455216,"AMC of  Whey Cream Separator Clarifier and  Atomizer"
179175,"LH-B02 DVS CULTURE POUCH"
377174,"DRYER FEED PUMP STATOR  MAKE:NETZSCH MODEL:NEMOLAS T 66L STP2A"
385175,"HILL BRUSH Double Blade Cassette Squeegee (600MM)"
304257,"EMERGENCY PUSH BUTTON COMPLETE SET"
508223,"2 KL GHEE CLARIFIER"
423216,"Motor Pully For KCX-3 Compressor  4 Groove, 14 inch Dia, ID 60mm Motor HP 45"
297209,"QST 8-6 Push in T connector"
8455,"(INACTIVE ITEM) LDPE FILM - TONED MILK 200ML 3.COLOUR"
9508,"JAGGARY"
488218,"Anderson Negale Flow SwitchPart NoFTS-141/P"
552230,"BODY COPPER PLATE EARTHING"
324172,"AIR FILTER ASSEMBLY UNIT 1050670"
308232,"CDC BALL VALVES (SHUT OFF VALVE) HBVU 1212"
8911,"GALVALUME SHEET 3 1/2' * 23'"
581217,"GRUNDFOS MMG160-E NON-DRIVE ENDSHIELD 2, 4 & 6-P"
526232,"PROXIMITY SENSOR (SME-8-K-LED-24), Part No-8814543000"
339193,"PFM 2511051001 BRUSH HOLDER 5 X 10 L121"
507216,"101.3MM SS BUTTERFLY VALVE GASKET"
635241,"DIVERSEY–2 OR ECO LAB ULTA SIL-75"
609246,"SD FINE AMMONIUM CHLORIDE EXTRA PURE-500G 37149"
385194,"2.5SQ.MM 4 CORE SIGLE STAND ARMOURED COPPER CALBLE"
655287,"KANVIT  VETAL274"
8306,"BLACK ENAMAL"
571227,"TASKY WHEEL 64/24 4127629"
6791,"CH GASKET#004.0066/MRR-HOMOGENISER"
631254,"Gas Manifold with 6'' ss pipe"
512218,"RFV1 AUTOMATIC HOT AIR HAND DRAIR, 1500-1800WATT, 220V BN-7X5P-VAYH 1321"
659285,"NATRUM MUR-30"
7680,"FAN REGULATOR SWITCH TYPE"
670280,"PAST MILK CHILLER"
670293,"PRESUURE POT(TWIN DENSE PHASE VESSELS)"
436217,"RO WATER FLOW METER DN65 OR 2½"""
639245,"EVT008 CONNECTION CABLE"
639246,"EVT002 CONNECTION CABLE"
703291,"PET BOTTLE GOOD LIFE HERBAL MILK FM 200"
665261,"TATA/JSW  2""X2"" MS SQUARE TUBE 2.5MM THICK,6MTR LONG"
611225,"BOROSIL VOLUMETRIC FLASK WITH INTERCHANGABLE PLASTIC STOPPER 500ML 5645024"
579286,"BOROSIL BEAKER 500ML"
374187,"GARBHAMIN 1'S"
354238,"CRYOCAN MODLE BA-3 WITH CANISTER"
660277,"ROTEX Actuator Service kit(seal kit),QTF125E-13W"
691282,"O-ring part no-223406 16"
723286,"LDPE FILM SAMRUDHI FCM 450 ML-3 COLOUR"
749295,"3/4"" CPVC PIPES SDR 11-ASH"
304202,"STUD ELBOW FITTING MALE THREAD METRIC M10*1,  6MM AIR TUBE"
767291,"BIOGAS BLOWERS & MOTOR WITH ACCESSORIES"
769307,"brush cutter shaft rod"
702278,"PACKING SET FOR 38S502E, LIAG VALVE, SIZE 38"
8024,"WATER SPRAY GUN"
793299,"CHAR COAL"
6352,"TAPES"
815299,"7.00/7.50/8.25-16 NPR INS FLAP"
748292,"VFD Drive 5 HP/4KW"
705287,"SOFASET OF RUBBERWOOD FRAME WITH MELAMINE SPRAYED, LOOSE CUSHIONS OF 32 DENSITY FOR SEAT AND 28 DENSITY FOR BACK REST"
736294,"BUSHING 200VD (CS4480 0-200VD)"
833337,"Ficus Plant"
812295,"EXIDE BATTERY INSTABRITE IB1800, 180Ah/12V"
88028,"ASI-TERMINATION"
646281,"compact cylinder,1203158"
646309,"cross -piece belt 13g	2130352"
646344,"Radial Shaft Seal D12* D22*B6	1205385"
646328,"Bearing bridge FP sealing roller complete 	2502942"
794307,"CHANNEL PLATE GASKET, M.O.C:EPDM"
8574,"MYSOREPAK DUPLEX BOARD CARTON-500GM"
8823,"CPVC ELBOW 3/4 inch"
828334,"DISCHARGE VALVE ASSEMBLY # 336.41.101.50"
828328,"KCX-4 CYLINDER HEAD COVER GASKET 084.28.740.50"
841335,"LOAD CELL WZ EM1500CN IP65 C7.5/5/1,5 Part number:65060501005"
843337,"CATTLE FEED INDENT BOOK"
805299,"JAVITRI FLOWER"
10551,"TUBE EXPANDER 63.5MM"
866344,"HIT RIT CAPSULES, 1x12"
354373,"SYNOFEDERM 100 TABS"
864486,"INDIFOSS SPRING (39388)"
860338,"HIGH PRESSURE HOSE 20 MM -2.5 Mtr"
778312,"BSNL ILL SERVICE CHARGES FOR MAIN DAIRY"
876335,"MODIFICATION OF EXISTING 8 SEATER CANTEEN DINING TABLE"
862339,"BUTTER MANUFACTURING ACCOUNT REGISTER"
883351,"CBC TEST, RBS AND ECG EXAMINATION"
9384,"(INACTIVE ITEM) SOFT BROOMS"
885379,"CLEANING OF OVERHEAD TANK 30000 Ltr'S CAPACITY"
890377,"Allied Works for the Installation of 15KLPH Boiler at NMPC Kanakapura"
871351,"S-21 PHE PLATES 1234R WITH GASKET"
664261,"BOSCH 06008A7DFD ADVANCED AQUA TABLE 140 HIGH PRESSURE WASHER 2100 WATT, TECHNICAL DATA MOTOR TYPE INDUCTION PRESSUR 140 BAR , FLOW RATE 450 L/H, POWER 2100 WATT, MAX TEMPERATURE 40 C BOSCH 06008A7DFD"
891414,"SERVICE OF  0.50 HP 3 PHASE INDUCTION MOTOR"
891426,"SERVICE OF  5.0 HP 3 PHASE INDUCTION MOTOR"
891461,"SERVICE OF  2/3 HP SINGLE PHASE INDUCTION MOTOR"
896381,"RMC CHARGES"
883370,"BOILER FEED WATER PUMP KSB MAKE HORIZONTAL MULTISTAGE PUMP WITH CI CASING AND IMPELLER WITH GLAND PACKING"
900385,"INDIFOSS MILKO SCAN FT-1  MAINTENANCE & SERVICE CONTRACT- MAIN DAIRY"
8765,"PVC COLLER 21/2"
767307,"O-RING, MAKE:ALFA LEVEL, PART NO:6-223406 16"
868344,"MS Base plate 400x400x20mm"
902429,"CONSULTATION AND PREPARATION OF ELECTRICAL DRAWINGS AS PER ACTUALS"
894390,"PHE REAR BLOCK MODEL S-21 WITH PORT CONNECTIONS"
911387,"500ML DESI GHEE GLASS JAR LABELS"
919486,"COTTON GLOVES 80G"
915493,"Weld on UPVC Solvent 717"
914427,"HEXAGON SCREW, PART NO-75001061116"
914428,"HEXAGON SCREW, PART NO-75000062516"
933444,"WEB HOSTING CHARGES"
927478,"POLE MOUNTED FIBRE GLASS REINFORCED AERIAL FUSE BOARD 60 AMPS 3 WAY"
919522,"EVOLVE Portable Column Loudspeaker Model:EVOLVE30M Brand :Electro voice"
763304,"SEAL KIT GEA TUCHENHEGAN VALVE 11/2-2"""
763305,"SEAL KIT GEA TUCHENHEGAN VALVE 21/2-3"""
951444,"GESTETNER COPY PRINTER INK PUMP MOTOR"
949457,"BUCHHOLZ RELAY GOR 1 WITH RUBBERIZED GASKETS"
928461,"Alfa laval 540829 05 Gasket"
915499,"WALL HUNG BASIN With Fixing Accessories Make: Jaguar Size: 610x465x275 mm QPS-WHT-7303PMFull Pedestal For QPS-WHT-7803PM"
956463,"S S LADLE SMALL"
950455,"AIR FILTER FOR MODEL G5 FF 10 CFM PART NO: 1622065800"
977467,"ABB OSSD SERIES NON-CONTACT SAFETY SWITCH 24V DC"
975456,"FLUXIPELL PLUS 20ml"
983454,"INSTALLATION,TESTING AND COMMISSIOING 2 NOS OF COOLING FAN UNIT FROM THE PROCESS CHEESE PACKING TO PROCESS CHEESE COOKING AREA WITH REQUIRED BALL VALVE ELBOW AND ACCESSORIES"
958463,"SHAFT FOR ROLLER, PART NO-MH26001357"
966459,"SS WIPER PLATE"
991493,"GHEE POUCH 12 ML"
6363,"MOUSE PADS"
901420,"FURNY -LEXAS 5 SEATER FABRIC 3+1+1 SOFA SET, SEAT 17 INCHES, PRODUCT-82.5DX33WX33H"
992538,"SERVICE & MAINTENANCE OF ESSAE WEIGHING SCALE  600GMS FB60018256787"
6797,"PLATE GASKET FOR AM-10-RCF ALFA LAVAL"
987501,"INGERSOLL RAND CCN -95107710-RING PISTON 8"
869337,"CALIBRATION OF DIGITAL TEMPERATURE INDICATOR WITH SENSOR"
1005475,"MOTOR TERMINAL BLOCK"
9408,"TANKER WASHING BRUSH(PIPELINE) 51MM"
1008498,"LONG RADIUS BEND(IMPORTED)"
1008500,"TANKER CIP HOSE WITH FITTINGS FOR RETURN"
9684,"BMC 5KL with accessories"
1010506,"PRESSURE GAUGE WITH CLAMP CONNECTION DIAPHRAGM SEAL, RANGE:150 PSI(PSI AND kg/cm2),DIAL SIZE:2 1/2''"
1013498,"TANKER CIP SUPPLY HOSE WITH SS FITTINGS"
924472,"CON ROD & C/SHAFT ASSY LG02,PART NO:A020091"
924476,"OIL ELGI AIRLUBE 3LR RAC,PART NO:000998124"
1010501,"CONVEYOR BELT FOR PEDA PORTIONING MACHINE (PU) 1130X100X0.8mm"
7254,"BEARING BALL 6207"
1018492,"AL Adhesive Tape Roll(50mmW X 20 ml)"
925447,"ETP FILTER FEED PUMP WITH MOTOR 3.7KW"
761302,"Relay"
1018513,"WISPRIC ADVANCE SPRAY"
1018508,"CEFTABRU T TAZO"
1028490,"REPLACEMENT OF VOLUME CONTROL SW, PTT PCB"
1025493,"Labour Charges For Laying 150/200 mm dia SS 304 pipeling in Ceiling/wall with Necessary support-tig weld"
1023489,"01 LTR. GHEE FILM"
1037483,"ALUMINIUM PROFILE IVORY CLIP"
919515,"O-ring   528020426,MAKE:SPX,MODEL:SE41V,SERIAL NO:M02768"
988461,"REPLACING REVOLVING CHAIRS WHEEL"
1039512,"SS Welding Rod 308L 3.5x350"
1047531,"Fabrication and supply of Peda tray storage racks"
1057528,"Calibration of Universal calibrator"
487225,"PVC Collar-110 mm (coupler)"
1010525,"ALLUMINIUM FOIL LID ROLL FOR 500 G PROCESS CHEESE BLOCK"
1069530,"GIRLS THROWBALL FULL SUBLIMATION T-SHIRT"
1054507,"TAB. TELVAS 40"
1018506,"METROLOPE BOLUS 4's"
1076561,"MICROPERFORRATED PANEER HOOPS - SS 304"
10030,"INSTALLATION AND COMMISSION CHARGE WITH ACCESORIES"
1073534,"ENROSAFE 10%"
1076536,"SYMBOL SPRING BENDER 1/2 RW-102-08"
1080537,"RAVA IDLI MIX"
1064542,"AHUJA PA MICROPHONE AUD 101XLR"
1085548,"WASHER KGE 14-8 FOR JOHNSON CENTRIFUGAL PUMP TECHNO"
1085551,"COUPLING KEY KGE 14-8 FOR JOHNSON CENTRIFUGAL PUMP TECHNO"
1057512,"LVAC machiner drive ,Code: 5A321055"
1052520,"O-ring, Part No: 33189684"
1107535,"RUBBER CONE WASHER 3/4''"
1083530,"Providing and Fixing of MS Railings"
,"DESIGN WORK"
1124541,"CABLE TIE 150MM"
48003,"1 1/2 ROLLER TYPE SIMPLEX CHAIN"
30012,"OLKEM CT 40MG"
185173,"12V 42AH SMF BATTERY"
54142,"NEROBION FORTE INJUCTION"
90029,"DYNAGLIPT M 20/500"
54201,"JALRA M50/500"
9687,"CORE PVC FLEXIBLE CABLE"
181175,"HP Z1 Tower G6 Workstation 36L07PA"
164178,"FDV,63.5mm,  Plug ,change-over upper RA,ISO , complete,EPDM (standard) 6-9613-1621-04"
235304,"BETAVAC ½ X 3/8 SS REDUCING BUSH"
84030,"ARTERY FORCEPS SMALL"
309175,"KHARA BOONDHI 180 GM"
235226,"DIMA PRESSURE SWITCH + CAP AAPCPM10NA"
183180,"2 pair 0.5 mm unarmoured telephone cable"
208174,"WAFER TYPE NRV SINGLE PLATE DN50 (2"")"
199183,"USSV_Actuator_serviceKit_Complete_76.1mm 9611926499"
292176,"SAFETY FIRST FIRE HYDRANT FOAM 09LTRS"
141062,"Mixproof_ServiceKit_WetEnd_51mm"
111031,"1 SQ MM FLEXIBLE WIRE GREEN"
6811,"CS651 MAKE UP BOTTLE"
380215,"AX 142 BIOXY-LA 50ML"
354322,"AX158 BOVIRUM  BOLUS 4*1"
378192,"KAHAUR 150 RESANT OINTMENT 500GM"
380196,"KAHAUR-205 IMALAYA BATISA 100GM"
192214,"Rubber Metal Bush 0021-2898-750"
304303,"U-RING 30*40*8,5 J80410100"
295179,"PROCESS CHEESE CIP LOG BOOK"
11044,"PAPER, XEROX A3 SIZE"
11126,"PLATE COUNT HI VEG TM AGAR"
54072,"STD - 500 ml (8 colours)"
291173,"DN100 PN10 BUTTERFLY VALVE"
54082,"1” SMS UNION  GASKETS"
8705,"REPAIR KIT FMPRV-41 50NB"
211180,"COPPER TUBE TERMINALS LONG BARREL 185 SQ MM"
213177,"COPPER  RING NON  INSULATOR 4.0 SQ MM"
132040,"SHUNT RELEASE 24V/48V DC FOR C-POWER BREAKER"
304265,"36WATT/865  CFL PL-L4P LAMP"
510216,"SUPPLY OF FULLY AUTOMATED (PLC BASED) CREAM PASTEURIZE  5 KLPH"
495220,"Finolex/Ashirvad/Supreem PVC Rducer 4X2 1/2"""
8747,"FINOLEX/ASHIRVAD/SUPREME PVC COLLAR 6"""
401216,"LEGRIS 6MM EQUAL STRAIGHT CONNECTOR"
350178,"ALFA LEVEL PHE END PLATE GASKET MS-6 M 6-3233014246"
6687,"GASKET 0007-2564-750"
483226,"Upvc FTA  15mm"
552220,"Byadagi Chilly"
9430,"CLOVES"
502218,"SPX WHEEL, NOZZLE VJ.010.10 DKAL290-35"
579321,"VETDRUG 376-UTREVIVE-1ltr"
579275,"VETDRUG 121-INTALYTE-500 ML INJ-500ml"
579226,"VETDRUG 252-DETROX VET-100ml"
129043,"SICK W8 LASER SWITCH"
540218,"CEALING LIGHT(7W)"
346202,"GOLD PEG STEAM INJECTOR ASSEMBLY GH-50005"
532220,"IDMC TOP MANHOLE GASKET"
597236,"LDPE FILM-BUTTER MILK 200 ML-2 COLOUR"
600241,"SPX ATOMISER GUIDE BEARING COMP F.013.01 COMPLETE CF-250   DKA-8-8680"
354422,"GENERAL BODY MEETING BOOK"
519227,"RCM Mechanical SealMake :Alfa levelPart No :905203532"
526228,"BELT DRIVER PULLEY, Part no-2001436001"
373185,"P020A0 PRE FILTER ELEMENT"
629228,"SOYA SAUSE"
629234,"DOUBLE BEANS"
59031,"AMMONIA PRESSURE GAUGE -30 TO 300PSI"
373192,"6ES71346HD010BA1 -AI 4XU/I 2-WIRE ST"
339174,"PFM 0441000001 MANOMETER MA-40-10-1/8-E-RG 52572"
339185,"PFM 2208020333 BELT 240X 3200 FAB-2E HABASIT"
635242,"DIVERSEY-95 OR ECO LAB ULTA SIL-02"
609272,"SD FINE FORMALDEHYDE-5LIT 38421-L50"
175200,"D76181 KARLSRUHE, 7MF8010-1DP31-2DA1-ZK01, On-The-Spot Transducer"
579282,"DEXABIL-10ml-VETDRUG 120-"
569217,"THERMAX BOILER BLOWDOWN VALVE 40MM FLANGE TYPE WCB ELEMS"
655292,"PROVIDING COURIER SERVICE TO BENGALURU MILK UNION LTD							"
117083,"KLUBER PASTE UH1 84-201"
6557,"BRONZE BEARING STD/001.04593"
541222,"Silicone foam profile 15x15 mm  ,  Part no:2300364"
142076,"HEX HEAD SCREW - URSCHEL 19648"
657309,"RASHI ENTERPRISE LIFT AMC"
702271,"3 PHASE UPS for POWDER PLANT 1000KVA"
56024,"PRODUCTION & DISPATCH REGISTER"
641240,"CIP SOLUTIONS STRENGTH MONITORING REGISTER"
609228,"TARSON WASH BOTTLE-LDPE-500 ML"
633247,"CAP SCREW ISO4762 M 4X 16-A2-70  ART NO:30366793"
704273,"VETAL238-SERAKIND PLUS BOLUS"
713281,"BUTTER MILK STORAGE TANK-15KL(common for both CBMM)"
691280,"Spring Part no-226214 13"
645278,"ESSAE ANNUAL MAINTENANCE SERVICE OF ELECTRONIC WEIGHING SCALES WITH STAMPING - 600 KG CAPACITY ESSAE"
695262,"50 MM 2INCH SS BALL VALVE"
750291,"25MM PVC CASING"
304176,"STRAIGHT STUD FITTING MALE THREAD METRIC M7*1,   6MM AIR TUBE"
765298,"REPLACEMENT OF SCR DRIVER CARD"
702279,"PACKING SET FOR 51S502E, LIAG VALVE, SIZE 51"
780293,"TARPAL"
747286,"AMC SERVICES  AND STAMPING CERTIFICATE FOR ELECTRONIC WEIGHBRIDGE"
7690,"MECHANICAL SHAFT SEAL 22 MM"
606220,"AMC FOR DOT MATRIX PRINTER"
761296,"HMST man hole gasket (Grooved)"
801302,"SD FINE BROMOTHYMOL BLUE 80020"
809298,"POP REVIT"
54231,"OZOTEL"
705288,"DESKTOP 280PRO G6 MICRO TOWER"
744293,"GEA T SMART 3022 VALVE 2"" (SEAL SET UVD DN50 EPDM)"
791293,"OUTER SPRING FOR 500 GM DIE"
6788,"0011-7307-100 ANGULAR CONTACT BALL BEAR"
735298,"THRUST ADJUSTING LINER 200SI (CS7010 0-20005-1)"
806294,"RIBBON FOR RETAIL POWDER PACKING"
803329,"Steel Almira with dimension 6.5 feet * 3 feet * 19 inch"
708282,"Kit impeller - Grundfos CR45-2 KB-F-A-E-HQQE"
752316,"IDMC MILK PUMP CLCS50-2-5HP 20KLPH@25MWC SIC/SIC/EPDM 51X51MM SMS ENDS ABB MAKE 5HP,415VOLTS,2900RPM,50HZ CONTACT PART MOC SS316L"
768293,"PROMPT MILK ANALYZER CLEANING SOLUTION DAILY-200ML"
646292,"Toothed belt SYN 6 T 2.5/480,1202352"
796299,"CATRIDGE (445890)"
8295,"ASIAN WALL CARE PUTTY POWDER -25 KG BAG"
858358,"News paper Publication Charges"
819324,"1.5 INCH AMP"
860347,"GL RAISING & NUTS MILK CHOCO 80 GM"
9653,"DIGITAL TEMPERATURE CONTROLLER"
796308,"FAG 6215 ZZ BALL BEARINGS"
867336,"PLUG LARGE-96352"
763291,"CROMPTON GROVES INDUCTION MOTOR- RPM 1410, 50HZ, V-415, 3PHASE, DIAG-301, FRAME-GD71, 50HZ, 1/2HP"
787293,"50 WATTS RECTANGULAR LED FLOOD LIGHT FITTING"
864485,"GAS SPRING L=146/40-100NM (60044984)"
860336,"HIGH PRESSURE HOSE 40 MM"
878341,"PEA NUT BURFI 200 GM"
867342,"Amul Trap SS 304  Top Drain Plate 300x300x8mm  Storage Chamber 225mm Dia Circlular x 175mm x 2mm tkh  Drain Pipe Out let 100mm diax 2mm thk  Total 200mm Hight"
881387,"LAEX6M5 Contactor Coil 230Volts"
880370,"BALL VALVE SS 304 1"""
874340,"SERVICING OF ACB 1000AMPS U-POWER OMEGA (L & T)"
883356,"SS TRAY FOR LYE TANK"
887389,"FOOT VALVE 4''-BRASS"
888391,"LABOUR SUPPLY FOR PACKING OF LASSI"
890401,"Ph ANALYSER"
885393,"PRESSURE TRANSMITTER"
891458,"SERVICE OF  300WATTS SINGLE PHASE INDUCTION MOTOR"
894378,"BEARING SLEEVE"
873343,"BUTTER FLY VALVE-125 mm, 8 kg Presssure Guage"
894405,"Civil works at Channapatna Camp office"
888409,"CALIBRATION OF HOT AIR OVEN"
888402,"BOILER FEED WATER CHEMICALS, MAXTREAT 3006"
857335,"SATOL SD5 DE-SCALER"
886378,"RKR LEVER HOUSING GASKET"
900387,"CHEMICAL CLEANING OF RO PLANT MEMBRANES AT WTP(Alkaline and Acidic cleaning by Circulation method)"
901391,"1 1/2 COUPLER"
901427,"WIRELESS SCANNER WITH DATA COLLECTOR"
765321,"LOCK WASHER, MAKE:ALFA LEVEL, PART NO:6-38159 00"
911396,"HP GT52 70-ml Magenta Original Ink Bottle | B01N4DJCIG"
914416,"BOMBAY MIXTURU 30 GM"
915434,"TESTING OF PEDA"
915418,"INSTALLATION OF INDOOR UNITS AND CONDENSING UNITS AT BENGALURU DAIRY UPS ROOM"
921466,"Configuration of  MIS System for real-time MIS report generation  at  UHT Plant-NMPC- Kanakapura"
6981,"8 X 1/4 MALE ELBOW"
921463,"SAFEMOX SB 3GM"
891390,"ALUMINIUM VESSEL 40 LTR"
887396,"SS 304 BOLT (ALLEN CSK 5X20)"
928462,"Alfa laval 540829 08 Gasket"
950448,"SCISSORS STRAIGHT/CURVED 8''"
935453,"ANTISTATIC BELT XPC 3000"
966462,"7''X2'' NYLON WHEEL"
6667,"SMC SOLENOID VALVE ,VQZ235-5GB1-01"
934446,"SILVER SULPHATE LR (25Gram pack)"
982457,"CONCEYOR BELT PU 2805X170X1mm BOTH SIDE FABRIC"
967462,"Cat 6 Patch Card 1 mtr Yellow Color"
972471,"ISO CYLINDER DSBC-40-200-PPVA-N3, Part no-1376663"
972484,"DOUBLE ACTING CYLINDER DSNU-16-10-P-A, Part no-19198"
973460,"Lubricator LOE-1/2-D-MIDI Part no:159587"
995483,"MS Tube pipe 1.5x1.5"
992484,"TRY SQUARE 10"""
998473,"IMCCs/MCCS"
978466,"ACCESSORIES LIKE COLOR, TAG, TIE, CLAMP AND RELATED FIXING ACCESSORIES  REQUIRED FOR LAYING AND FIXING OF OUTDOOR NETWORK CABLE AND HDPE PIPE"
992490,"IMPACT RING, PART NO :J12610013"
1008490,"CONVEYING PIPING FOR FINES RETURN"
1010484,"AMC FOR LINE MATRIX PRINTER"
6313,"COOKIES RED CHILLI 100 GM"
1010520,"100MM BEANCH VICE"
996474,"CONDUCTIVITY TRANSMITTER, 51MM SMS UNION"
1017514,"Service charges For Roots Road Cleaning Machine [SER2_FLIPPER+] FLIPPER + (DOMESTIC)"
1019565,"R407 C GAS WITH CYLINDER 8KG"
1020486,"SS PNEUMATIC BUTTERFLY VALVE WITH CONTROL HEAD 76M"
1018516,"PARACID"
861336,"CHEMICAL DESCALING FOR ATLAS COPCO COMPRESSORS"
8255,"BALL BEARING 6209ZZ"
1013491,"1HP 3 PHASE INDUCTION MOTOR"
1034482,"CSH 43 MF SEEDS"
1041506,"SANDISK ULTRA DUAL DRIVE TYPE -C"
1042537,"SEAL KIT-DSBF-C-32"
1048505,"CALCIUM LACTATE"
1044510,"Supply and Fixing of 4mm plain Glass for Aluminium Partition"
1047532,"Fabrication and supply of spares/tools storage racks"
1064558,"Sambar Cups (SS)"
1062525,"Tab. GLUCONORM G1"
1046506,"E&H LEEL CONTROLER"
1073525,"SS STEAMER 36 IDLI"
1056502,"AMC  FOR SERVICE/MAINTAINANCE OF DIESEL GENERATORS  INSTALLED AT BANGALORE DAIRY, KANAKAPURA DAIRY, HOSKOTE DAIRY"
1076554,"PRINTED VINYL STICKER & WALL PASTING (13.5 x 3) FT)"
1085554,"NANDINI PROMOTIONAL KIOSK"
1052532,"O-ring, Part No: 33189684"
1091532,"COMPLETE MECHANICAL SEAL FOR FRISTAM PUMP, MODEL:FP3532/A, FACE COMBINATION:CAR/SIC, ELASTOMER:FKM"
1091541,"DIGITAL PRINTED CARD"
1107545,"KEYS"
1059542,"BOTTOM WEB FILM FOR PACKING PANEER & KHOVA"
1017482,"SUPPLY INSTALLATION & COMMISSIONING OF OIL FREE VSD ROTARY TOOTH 200 CFM AIR COMPRESSOR"
1091553,"MECHANICAL SEAL ROTO PUMP: FNAA031"
9657,"COPPER ELBOW 5/8"
1109528,"Supply and Installation of Inverter type cassete AC unit with Accessories of capacity 2 TR 1 way"
1082527,"INJ RHYZODEG"
54021,"HP DESKTOP 280 PRO G5 MICROTOWER"
10182,"SULPHURIC ACIDE FOR MILK TESTING"
54174,"VERTIN 16MG"
59027,"MUCINAC 600MG"
59033,"CAPACITIVE LIMIT SWITCH FOOD NCS-M FOR ABOVE 20 DK, COMPACT, WIHTOUT DISPLAY SKU : NCS-M-11"
59070,"UPVC SOLVENT"
59064,"UPVC PIPE 50MM"
11014,"GOOD LIFE 500 ML"
54110,"CITRA SODA"
208173,"DONFOSS VFD 30KW/40HP"
128043,"RANTAC 300"
144032,"Carbon sheet A4 Size"
9147,"SAMPLE BOTTLE, NO CAP, PL., 125 ML"
10305,"S.S. WELDING ROD"
171186,"SM4000, INDUCTIVE FLOW METER"
9167,"GLASS MARKING PENCILS"
128028,"CHOCOLICIOUS 14GM"
145088,"2.5sqmm X 3 core Copper flexible cable"
234173,"DIMA O-RING SEAL 6473 BO6473"
234185,"DIMA V-RING SEAL V50S BV50S"
235202,"DIMA BLUE SILICON SEAL 10x11 RQS010B"
235241,"DIMA SILICON SEAL 620160098960"
235248,"DIMA V-RING SEAL V50S BV50S"
201181,"PUMP GRUNDFOS A96516660 P11930"
8522,"DUPLEX CARTONS, 250 GR,PEDA"
140036,"INTERMEDIATE SERVICE KIT   6-54923243"
143036,"ROTOR UP STD - STAINLESS STEEL AISI 316 (IS:2553)(FNAA031) RNAA0312511"
143029,"STEEL AISI COUPLING ROD PIN - STAINLESS 316 (IS:2553) (FNAA041) RNAA0342910"
103027,"NEUTRALIZER FOR DESCALING"
105026,"VITHRAM MILK PUMP MECHANICAL CARBON COMPLET SHAF SEAL FOR 5.0 HP"
380214,"KAHALP-195 BILPLEX 30ml"
327174,"ATLAS COPCO LIMITED GREASE GUN 2908851300"
304295,"SPRING J6892000"
284178,"Torsion Spring (40186)"
6402,"STAPPLER MAX-10"
180183,"LED Flood Light COB Type LFLE-50-CDL"
214176,"SIEMENS ASI POWER SUPPLY 8A 3RX9503-0BA00 INPUT AC 120/230-500V"
354445,"PHYTOLLACA-200 100ML"
407221,"Metronidazole I/V Infusion 500mg"
165173,"500 ml Ghee Pet Jars with Cap, Induction Wad & printed Alu. Foils, 5 ply Corrugated Boxes"
304262,"MCCB 200AMPS 4POLE"
10067,"WATER BATH DIGITAL DISPLAY"
8178,"LOCK"
10167,"LOCK STOPPER"
467216,"FOOTWAER FOR MEN & WOMEN"
500219,"PET BOTTLE GOOD LIFE SWEET LASSI 200"
508220,"20 KL SEPARATORS (H717)"
508230,"FD 850- AIR DRYER  AIQ750996"
